pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:56:34+00:00,2022-12-01 00:05:51+00:00,4.320000000,13.500000000,1,20.760000000,Manhattan
2022-11-30 23:56:34+00:00,2022-12-01 00:12:34+00:00,4.400000000,15.500000000,1,23.150000000,Manhattan
2022-11-30 23:56:33+00:00,2022-12-01 00:10:50+00:00,2.560000000,12.000000000,1,18.960000000,Manhattan
2022-11-30 23:56:33+00:00,2022-12-01 00:24:43+00:00,3.980000000,20.000000000,1,30.940000000,Manhattan
2022-11-30 23:56:31+00:00,2022-12-01 00:07:44+00:00,2.800000000,11.000000000,2,14.800000000,Manhattan
2022-11-30 23:56:31+00:00,2022-11-30 23:57:29+00:00,0.310000000,3.000000000,1,8.500000000,Manhattan
2022-11-30 23:56:31+00:00,2022-12-01 00:00:31+00:00,1.380000000,5.500000000,1,12.090000000,Manhattan
2022-11-30 23:56:30+00:00,2022-12-01 00:07:25+00:00,2.680000000,10.500000000,1,17.880000000,Manhattan
2022-11-30 23:56:24+00:00,2022-12-01 00:04:08+00:00,0.900000000,6.500000000,1,12.900000000,Manhattan
2022-11-30 23:56:24+00:00,2022-12-01 00:12:46+00:00,7.460000000,23.000000000,1,26.800000000,Manhattan
2022-11-30 23:56:21+00:00,2022-12-01 00:00:47+00:00,1.170000000,5.500000000,1,12.090000000,Manhattan
2022-11-30 23:56:19+00:00,2022-12-01 00:02:08+00:00,1.700000000,7.000000000,1,14.000000000,Manhattan
2022-11-30 23:56:19+00:00,2022-12-01 00:12:38+00:00,5.000000000,16.500000000,1,40.300000000,Manhattan
2022-11-30 23:56:18+00:00,2022-12-01 00:03:08+00:00,1.140000000,6.500000000,1,12.350000000,Manhattan
2022-11-30 23:56:17+00:00,2022-12-01 00:17:02+00:00,2.370000000,15.000000000,2,18.800000000,Manhattan
2022-11-30 23:56:17+00:00,2022-12-01 00:08:59+00:00,3.200000000,12.500000000,1,17.500000000,Manhattan
2022-11-30 23:56:16+00:00,2022-12-01 00:11:54+00:00,4.100000000,16.000000000,1,23.760000000,Manhattan
2022-11-30 23:56:16+00:00,2022-12-01 00:17:58+00:00,4.300000000,17.500000000,2,21.300000000,Manhattan
2022-11-30 23:56:15+00:00,2022-12-01 00:03:07+00:00,1.670000000,7.500000000,1,13.560000000,Manhattan
2022-11-30 23:56:12+00:00,2022-12-01 00:12:26+00:00,4.340000000,15.500000000,1,25.300000000,Manhattan
2022-11-30 23:56:07+00:00,2022-12-01 00:12:17+00:00,3.100000000,13.500000000,1,20.750000000,Manhattan
2022-11-30 23:56:04+00:00,2022-12-01 00:13:33+00:00,3.060000000,13.500000000,1,20.760000000,Manhattan
2022-11-30 23:56:00+00:00,2022-11-30 23:57:07+00:00,0.400000000,3.500000000,1,8.400000000,Manhattan
2022-11-30 23:56:00+00:00,2022-12-01 00:13:00+00:00,4.420000000,22.030000000,0,27.860000000,Manhattan
2022-11-30 23:56:00+00:00,2022-12-01 00:04:25+00:00,1.370000000,7.500000000,1,12.800000000,Manhattan
2022-11-30 23:55:58+00:00,2022-12-01 00:18:49+00:00,4.400000000,18.000000000,1,26.150000000,Manhattan
2022-11-30 23:55:56+00:00,2022-12-01 00:07:48+00:00,1.810000000,9.500000000,1,14.300000000,Manhattan
2022-11-30 23:55:55+00:00,2022-12-01 00:01:32+00:00,0.820000000,5.500000000,1,11.160000000,Manhattan
